Time, Temperature 
0, 31.6
5.5518, 31.5
27.9995, 31.4
29.0079, 31.3
42.8639, 31.2
61.8888, 31.1
76.1282, 31.0
81.2483, 30.9
87.1523, 30.8
97.6647, 30.7
103.4087, 30.6
119.0249, 30.5
126.3051, 30.4
145.1214, 30.3
159.073, 30.2
176.7211, 30.1
194.5295, 30.0
212.2896, 29.9
239.522, 29.8
261.5224, 29.7
271.5057, 29.6
279.1222, 29.5
315.5227, 29.4
336.0031, 29.3
349.6351, 29.2
372.723, 29.1
407.2035, 29.0
431.3801, 29.1
446.836, 29.0
460.8205, 28.9
477.7804, 28.8
510.3882, 28.7
559.8931, 28.6
