Time, Id, Iq, Ud, Uq, Temperature Measured, Temperature_LSTQ, Temperature_Model
298.5965, 3.0, 3.0, 1.1919, 1.1919, 57.3, 55.5, 42.7
298.8842, 2.486, 2.486, 1.0454, 1.0454, 57.4, 58.3, 42.7
299.1405, 2.002, 2.002, 0.8638, 0.8638, 57.5, 51.5, 42.7
299.4123, 1.502, 1.502, 0.7041, 0.7041, 57.6, 49.0, 42.7
299.6682, 0.994, 0.994, 0.5293, 0.5293, 57.7, 37.6, 42.7
300.0682, 0.497, 0.497, 0.2896, 0.2896, 57.8, -63.5, 42.7
300.4523, 0.005, 0.005, -0.0464, -0.0464, 57.9, -30352.5, 42.6
300.9322, 0.496, 0.496, 0.2817, 0.2817, 58.0, -71.2, 42.6
301.9244, 1.001, 1.001, 0.5063, 0.5063, 58.1, 25.4, 42.6
302.2926, 1.497, 1.497, 0.7095, 0.7095, 58.2, 51.3, 42.5
303.0924, 2.0, 2.0, 0.8672, 0.8672, 58.1, 52.5, 42.5
303.6199, 2.494, 2.494, 1.0361, 1.0361, 58.0, 55.9, 42.5
304.1802, 3.004, 3.004, 1.1807, 1.1807, 57.9, 53.5, 42.6
306.6124, 2.502, 2.502, 1.0259, 1.0259, 57.8, 53.5, 42.6
313.0121, 2.007, 2.007, 0.8662, 0.8662, 57.9, 51.7, 42.4
316.2446, 1.508, 1.508, 0.6904, 0.6904, 57.8, 44.0, 42.3
317.8126, 1.007, 1.007, 0.499, 0.499, 57.7, 21.2, 42.3
318.8047, 0.502, 0.502, 0.2773, 0.2773, 57.6, -75.8, 42.2
319.6847, 0.003, 0.003, -0.0483, -0.0483, 57.5, -43598.9, 42.2
320.4686, 0.501, 0.501, 0.2798, 0.2798, 57.4, -73.4, 42.1
321.4768, 1.004, 1.004, 0.498, 0.498, 57.3, 21.1, 42.1
322.2446, 1.492, 1.492, 0.7114, 0.7114, 57.2, 52.3, 42.0
322.7404, 2.003, 2.003, 0.8638, 0.8638, 57.1, 51.4, 42.0
323.2847, 2.492, 2.492, 1.0396, 1.0396, 57.0, 56.7, 42.0
323.8608, 3.011, 3.011, 1.1719, 1.1719, 56.9, 51.7, 42.1
325.6366, 2.501, 2.501, 1.0239, 1.0239, 57.0, 53.1, 42.1
326.9806, 2.0, 2.0, 0.8682, 0.8682, 57.1, 52.7, 42.0
327.6182, 1.491, 1.491, 0.7148, 0.7148, 57.2, 53.6, 42.0
329.7807, 0.992, 0.992, 0.5239, 0.5239, 57.3, 35.3, 41.9
334.5485, 0.499, 0.499, 0.2754, 0.2754, 57.2, -77.6, 41.7
334.9965, 0.006, 0.006, -0.0527, -0.0527, 57.1, -25840.8, 41.6
335.4606, 0.5, 0.5, 0.2725, 0.2725, 57.0, -80.5, 41.6
335.9247, 1.002, 1.002, 0.5054, 0.5054, 56.9, 24.8, 41.6
336.4048, 1.491, 1.491, 0.7007, 0.7007, 56.8, 49.0, 41.6
336.8689, 2.005, 2.005, 0.8516, 0.8516, 56.7, 48.2, 41.6
337.3651, 2.49, 2.49, 1.0396, 1.0396, 56.6, 56.9, 41.6
337.8766, 2.998, 2.998, 1.1787, 1.1787, 56.5, 53.5, 41.6
338.3567, 2.501, 2.501, 1.0161, 1.0161, 56.4, 51.6, 41.6
338.837, 2.006, 2.006, 0.8569, 0.8569, 56.3, 49.5, 41.6
339.3166, 1.496, 1.496, 0.7056, 0.7056, 56.2, 50.0, 41.6
340.0524, 0.998, 0.998, 0.5098, 0.5098, 56.1, 27.6, 41.5
344.149, 0.496, 0.496, 0.2861, 0.2861, 56.2, -66.9, 41.3
344.4045, 0.01, 0.01, -0.0508, -0.0508, 56.3, -15445.5, 41.3
344.6447, 0.49, 0.49, 0.2944, 0.2944, 56.4, -58.2, 41.3
344.9008, 0.996, 0.996, 0.5176, 0.5176, 56.5, 31.6, 41.3
346.4051, 1.502, 1.502, 0.6973, 0.6973, 56.4, 46.8, 41.3
346.8693, 1.994, 1.994, 0.8696, 0.8696, 56.3, 53.5, 41.2
349.8923, 2.502, 2.502, 1.0171, 1.0171, 56.2, 51.7, 41.3
350.1807, 2.998, 2.998, 1.1812, 1.1812, 56.3, 53.9, 41.3
350.4365, 2.507, 2.507, 1.0176, 1.0176, 56.4, 51.5, 41.3
351.0609, 2.003, 2.003, 0.8633, 0.8633, 56.5, 51.3, 41.3
351.781, 1.505, 1.505, 0.6919, 0.6919, 56.6, 44.7, 41.3
352.2288, 1.505, 1.505, 0.6919, 0.6919, 56.7, 44.7, 41.3
352.6126, 0.5, 0.5, 0.2788, 0.2788, 56.8, -74.3, 41.2
354.4209, -0.002, -0.002, -0.0273, -0.0273, 56.9, 70762.5, 41.1
356.0367, 0.505, 0.505, 0.2686, 0.2686, 56.8, -84.5, 41.0
356.9326, 1.008, 1.008, 0.5005, 0.5005, 56.7, 21.8, 41.0
357.4766, 1.492, 1.492, 0.7046, 0.7046, 56.6, 50.1, 41.0
358.0686, 2.009, 2.009, 0.8501, 0.8501, 56.5, 47.6, 41.0
359.8768, 2.509, 2.509, 1.0181, 1.0181, 56.4, 51.5, 41.0
361.5088, 3.003, 3.003, 1.1772, 1.1772, 56.5, 52.9, 41.1
363.797, 2.508, 2.508, 1.0176, 1.0176, 56.6, 51.5, 41.1
364.5648, 1.996, 1.996, 0.8687, 0.8687, 56.7, 53.1, 41.1
369.0449, 1.502, 1.502, 0.7012, 0.7012, 56.6, 48.0, 40.9
369.9573, 1.002, 1.002, 0.499, 0.499, 56.5, 21.8, 40.9
370.9968, 0.503, 0.503, 0.2739, 0.2739, 56.4, -79.2, 40.9
371.5887, 0.0, 0.0, -0.0264, -0.0264, 56.3, 0, 40.8
372.0528, 0.506, 0.506, 0.27, 0.27, 56.2, -83.1, 40.8
372.4848, 0.993, 0.993, 0.5166, 0.5166, 56.1, 31.5, 40.8
373.0447, 1.492, 1.492, 0.7085, 0.7085, 56.0, 51.4, 40.8
373.653, 1.997, 1.997, 0.8677, 0.8677, 55.9, 52.8, 40.8
374.1169, 2.498, 2.498, 1.0273, 1.0273, 55.8, 54.0, 40.8
374.5647, 2.995, 2.995, 1.1807, 1.1807, 55.7, 53.9, 40.8
377.7656, 2.5, 2.5, 1.0239, 1.0239, 55.6, 53.2, 40.8
378.0371, 1.995, 1.995, 0.8691, 0.8691, 55.7, 53.3, 40.8
378.3568, 1.5, 1.5, 0.7012, 0.7012, 55.8, 48.2, 40.8
378.6926, 1.0, 1.0, 0.5088, 0.5088, 55.9, 26.9, 40.8
378.9811, 0.5, 0.5, 0.2749, 0.2749, 56.0, -78.1, 40.8
379.365, 0.0, 0.0, -0.0415, -0.0415, 56.1, 0, 40.8
382.6131, 0.5, 0.5, 0.2764, 0.2764, 56.0, -76.7, 40.6
383.4611, 0.994, 0.994, 0.5098, 0.5098, 55.9, 28.0, 40.6
383.8449, 1.495, 1.495, 0.6958, 0.6958, 55.8, 46.9, 40.5
385.3331, 2.002, 2.002, 0.8569, 0.8569, 55.8, 49.8, 40.5
388.0532, 2.492, 2.492, 1.04, 1.04, 55.7, 56.8, 40.6
388.3551, 3.001, 3.001, 1.1797, 1.1797, 55.8, 53.4, 40.6
388.645, 2.512, 2.512, 1.0112, 1.0112, 55.9, 50.0, 40.6
389.4925, 2.002, 2.002, 0.8589, 0.8589, 56.0, 50.2, 40.6
389.765, 1.501, 1.501, 0.7026, 0.7026, 56.1, 48.6, 40.6
393.219, 1.001, 1.001, 0.5083, 0.5083, 56.0, 26.4, 40.4
394.7094, 0.494, 0.494, 0.2856, 0.2856, 55.9, -67.2, 40.4
395.3654, -0.006, -0.006, -0.0269, -0.0269, 55.8, 21667.9, 40.3
396.6615, 0.5, 0.5, 0.2803, 0.2803, 55.7, -72.8, 40.3
398.4056, 1.002, 1.002, 0.5049, 0.5049, 55.6, 24.6, 40.2
399.669, 1.501, 1.501, 0.7002, 0.7002, 55.5, 47.8, 40.2
400.2772, 2.002, 2.002, 0.8657, 0.8657, 55.4, 51.9, 40.2
400.8529, 2.509, 2.509, 1.0024, 1.0024, 55.3, 48.5, 40.2
401.4293, 3.003, 3.003, 1.1777, 1.1777, 55.2, 53.0, 40.2
402.197, 2.5, 2.5, 1.0264, 1.0264, 55.1, 53.7, 40.2
402.5814, 2.001, 2.001, 0.8604, 0.8604, 55.2, 50.7, 40.2
402.9012, 1.505, 1.505, 0.6875, 0.6875, 55.3, 43.3, 40.2
403.1891, 0.995, 0.995, 0.5137, 0.5137, 55.4, 29.8, 40.2
404.7731, 0.497, 0.497, 0.2803, 0.2803, 55.5, -72.7, 40.1
405.333, 0.002, 0.002, -0.0454, -0.0454, 55.6, -60411.5, 40.1
408.0532, 0.504, 0.504, 0.2749, 0.2749, 55.5, -78.2, 39.9
408.8056, 0.999, 0.999, 0.5112, 0.5112, 55.4, 28.1, 39.9
409.2213, 1.498, 1.498, 0.6929, 0.6929, 55.3, 45.7, 39.9
410.3258, 2.0, 2.0, 0.8608, 0.8608, 55.2, 50.9, 39.9
413.27, 2.499, 2.499, 1.0269, 1.0269, 55.3, 53.8, 39.9
414.0854, 2.499, 2.499, 1.0269, 1.0269, 55.4, 53.8, 39.9
414.3892, 2.511, 2.511, 1.0088, 1.0088, 55.5, 49.6, 40.0
414.6458, 1.994, 1.994, 0.874, 0.874, 55.6, 54.6, 40.0
415.5256, 1.496, 1.496, 0.7017, 0.7017, 55.7, 48.8, 40.0
416.3899, 1.0, 1.0, 0.5063, 0.5063, 55.8, 25.6, 39.9
418.4538, 0.5, 0.5, 0.2808, 0.2808, 55.7, -72.3, 39.8
418.9812, 0.0, 0.0, -0.0312, -0.0312, 55.6, 0, 39.8
419.8937, 0.497, 0.497, 0.2808, 0.2808, 55.5, -72.2, 39.8
420.4856, 1.001, 1.001, 0.5029, 0.5029, 55.4, 23.8, 39.7
421.0613, 1.504, 1.504, 0.687, 0.687, 55.3, 43.2, 39.7
421.7179, 1.996, 1.996, 0.8667, 0.8667, 55.2, 52.6, 39.7
422.5021, 2.489, 2.489, 1.0327, 1.0327, 55.1, 55.6, 39.7
423.7978, 2.993, 2.993, 1.1904, 1.1904, 55.0, 55.6, 39.8
424.8373, 2.496, 2.496, 1.0327, 1.0327, 55.1, 55.2, 39.8
425.6059, 2.001, 2.001, 0.8594, 0.8594, 55.2, 50.4, 39.8
426.4055, 1.499, 1.499, 0.6958, 0.6958, 55.3, 46.6, 39.8
429.2054, 1.0, 1.0, 0.5068, 0.5068, 55.2, 25.9, 39.7
430.4375, 0.503, 0.503, 0.271, 0.271, 55.1, -82.0, 39.6
431.2219, -0.0, -0.0, -0.0342, -0.0342, 55.2, 290202.5, 39.6
431.9736, 0.502, 0.502, 0.2773, 0.2773, 55.1, -75.8, 39.5
432.4218, 0.997, 0.997, 0.5112, 0.5112, 55.0, 28.4, 39.5
433.1099, 1.5, 1.5, 0.6943, 0.6943, 54.9, 46.0, 39.5
433.7495, 1.997, 1.997, 0.8716, 0.8716, 54.8, 53.8, 39.5
435.1737, 2.5, 2.5, 1.0234, 1.0234, 54.7, 53.1, 39.5
437.8938, 2.5, 2.5, 1.0234, 1.0234, 54.6, 53.1, 39.5
438.3255, 2.99, 2.99, 1.1914, 1.1914, 54.7, 55.9, 39.7
438.646, 2.003, 2.003, 0.8594, 0.8594, 54.8, 50.3, 39.7
438.95, 1.505, 1.505, 0.6938, 0.6938, 54.9, 45.4, 39.7
439.7975, 1.004, 1.004, 0.502, 0.502, 55.0, 23.0, 39.6
440.3256, 1.004, 1.004, 0.502, 0.502, 55.1, 23.0, 39.6
440.6459, 0.497, 0.497, 0.2827, 0.2827, 55.2, -70.3, 39.6
443.1736, 0.494, 0.494, 0.2832, 0.2832, 55.1, -69.6, 39.5
444.038, 1.0, 1.0, 0.5093, 0.5093, 55.0, 27.1, 39.4
444.6936, 1.5, 1.5, 0.6904, 0.6904, 54.9, 44.7, 39.4
445.3178, 1.997, 1.997, 0.8652, 0.8652, 54.8, 52.2, 39.4
445.9898, 2.502, 2.502, 1.0122, 1.0122, 54.7, 50.8, 39.4
448.5498, 3.0, 3.0, 1.1763, 1.1763, 54.8, 52.9, 39.5
448.8699, 2.504, 2.504, 1.0215, 1.0215, 54.9, 52.5, 39.6
449.142, 2.0, 2.0, 0.8608, 0.8608, 55.0, 50.9, 39.5
449.4621, 1.499, 1.499, 0.6978, 0.6978, 55.1, 47.2, 39.5
449.8297, 1.008, 1.008, 0.4951, 0.4951, 55.2, 19.1, 39.5
454.6937, 1.008, 1.008, 0.4951, 0.4951, 55.1, 19.1, 39.5
455.2857, 0.003, 0.003, -0.0322, -0.0322, 55.0, -48154.2, 39.3
456.0539, 0.499, 0.499, 0.2812, 0.2812, 54.9, -71.8, 39.2
456.5661, 1.0, 1.0, 0.5098, 0.5098, 54.8, 27.3, 39.2
457.0939, 1.505, 1.505, 0.6875, 0.6875, 54.7, 43.3, 39.2
457.6222, 1.996, 1.996, 0.8677, 0.8677, 54.6, 52.9, 39.2
461.158, 2.506, 2.506, 1.0137, 1.0137, 54.5, 50.8, 39.3
461.43, 2.996, 2.996, 1.1855, 1.1855, 54.6, 54.7, 39.3
461.6218, 2.496, 2.496, 1.0332, 1.0332, 54.7, 55.2, 39.3
462.2302, 2.0, 2.0, 0.8599, 0.8599, 54.8, 50.7, 39.3
462.8056, 1.501, 1.501, 0.6987, 0.6987, 54.9, 47.3, 39.3
463.4459, 0.997, 0.997, 0.5098, 0.5098, 55.0, 27.7, 39.3
464.774, 0.501, 0.501, 0.2739, 0.2739, 55.1, -79.1, 39.2
465.078, -0.003, -0.003, -0.0264, -0.0264, 55.2, 40253.9, 39.2
466.5338, 0.5, 0.5, 0.2773, 0.2773, 55.1, -75.7, 39.1
467.0943, 1.0, 1.0, 0.5083, 0.5083, 55.0, 26.5, 39.1
467.8142, 1.497, 1.497, 0.7051, 0.7051, 54.9, 49.8, 39.1
468.5504, 2.006, 2.006, 0.8501, 0.8501, 54.8, 47.8, 39.1
470.7262, 2.496, 2.496, 1.0303, 1.0303, 54.7, 54.7, 39.1
474.5975, 3.004, 3.004, 1.1768, 1.1768, 54.8, 52.8, 39.3
474.822, 2.497, 2.497, 1.0361, 1.0361, 54.9, 55.8, 39.3
475.0624, 1.995, 1.995, 0.876, 0.876, 55.0, 55.0, 39.3
475.3502, 1.5, 1.5, 0.7026, 0.7026, 55.1, 48.7, 39.3
475.6701, 1.005, 1.005, 0.5024, 0.5024, 55.2, 23.1, 39.3
477.0622, 0.497, 0.497, 0.2769, 0.2769, 55.3, -76.0, 39.2
477.3823, 0.006, 0.006, -0.0469, -0.0469, 55.4, -23408.3, 39.2
477.7985, 0.006, 0.006, -0.0469, -0.0469, 55.5, -23408.3, 39.2
478.4221, 0.5, 0.5, 0.2769, 0.2769, 55.6, -76.2, 39.2
479.9582, 1.504, 1.504, 0.686, 0.686, 55.5, 42.9, 39.1
480.5186, 2.005, 2.005, 0.855, 0.855, 55.4, 49.1, 39.1
481.126, 2.5, 2.5, 1.0166, 1.0166, 55.3, 51.8, 39.1
481.7505, 3.006, 3.006, 1.1738, 1.1738, 55.2, 52.3, 39.2
482.5188, 2.493, 2.493, 1.0332, 1.0332, 55.1, 55.5, 39.2
484.8384, 2.0, 2.0, 0.8613, 0.8613, 55.2, 51.0, 39.2
485.1425, 1.502, 1.502, 0.6992, 0.6992, 55.3, 47.4, 39.2
485.4463, 0.997, 0.997, 0.5127, 0.5127, 55.4, 29.2, 39.1
485.8143, 0.5, 0.5, 0.2734, 0.2734, 55.5, -79.5, 39.1
488.7262, 0.003, 0.003, -0.042, -0.042, 55.4, -49787.5, 39.0
489.2864, 0.505, 0.505, 0.2749, 0.2749, 55.3, -78.3, 39.0
489.9584, 0.998, 0.998, 0.5093, 0.5093, 55.2, 27.4, 38.9
490.6464, 1.502, 1.502, 0.6982, 0.6982, 55.1, 47.1, 38.9
491.1419, 1.997, 1.997, 0.8657, 0.8657, 55.0, 52.4, 38.9
491.6536, 2.499, 2.499, 1.0254, 1.0254, 54.9, 53.5, 38.9
492.2776, 3.003, 3.003, 1.1675, 1.1675, 54.8, 51.4, 39.0
495.014, 2.501, 2.501, 1.0195, 1.0195, 54.9, 52.3, 39.0
495.6538, 2.007, 2.007, 0.8521, 0.8521, 55.0, 48.3, 39.0
496.2779, 1.492, 1.492, 0.7085, 0.7085, 55.1, 51.4, 39.0
501.6224, 0.998, 0.998, 0.5098, 0.5098, 55.0, 27.5, 38.8
504.3749, 0.5, 0.5, 0.2769, 0.2769, 55.0, -76.2, 38.7
512.8383, 0.5, 0.5, 0.2769, 0.2769, 54.9, -76.2, 38.7
513.1584, -1.002, -1.002, -0.54, -0.54, 54.8, 291.2, 38.4
513.43, 0.0, 0.0, -0.0327, -0.0327, 54.7, -288927.5, 38.4
513.718, 0.501, 0.501, 0.2739, 0.2739, 54.6, -79.1, 38.4
513.9901, 0.997, 0.997, 0.5098, 0.5098, 54.5, 27.7, 38.4
514.2623, 1.496, 1.496, 0.7007, 0.7007, 54.4, 48.4, 38.4
514.566, 1.996, 1.996, 0.8623, 0.8623, 54.3, 51.6, 38.4
514.9022, 2.507, 2.507, 1.0137, 1.0137, 54.2, 50.7, 38.4
515.2065, 2.998, 2.998, 1.1807, 1.1807, 54.1, 53.8, 38.4
515.5427, 2.512, 2.512, 1.0039, 1.0039, 54.0, 48.6, 38.4
515.863, 2.009, 2.009, 0.8438, 0.8438, 53.9, 46.1, 38.4
516.1826, 1.503, 1.503, 0.6909, 0.6909, 53.8, 44.5, 38.4
516.6149, 1.002, 1.002, 0.5078, 0.5078, 53.7, 26.0, 38.4
517.1586, 0.499, 0.499, 0.2764, 0.2764, 53.6, -76.6, 38.4
517.6388, -0.005, -0.005, -0.0288, -0.0288, 53.5, 28393.5, 38.3
518.0703, 0.5, 0.5, 0.2754, 0.2754, 53.4, -77.6, 38.3
518.4549, 1.0, 1.0, 0.5103, 0.5103, 53.3, 27.6, 38.3
518.8389, 1.498, 1.498, 0.6938, 0.6938, 53.2, 46.0, 38.3
520.3076, 2.003, 2.003, 0.8579, 0.8579, 53.1, 49.9, 38.3
520.7109, 2.003, 2.003, 0.8579, 0.8579, 53.0, 49.9, 38.3
521.1269, 2.003, 2.003, 0.8579, 0.8579, 52.9, 49.9, 38.3
521.5428, 2.492, 2.492, 1.0273, 1.0273, 52.8, 54.3, 38.3
521.9108, 1.996, 1.996, 0.8657, 0.8657, 52.7, 52.4, 38.3
523.767, 1.502, 1.502, 0.6978, 0.6978, 52.6, 46.9, 38.3
525.5589, 0.999, 0.999, 0.5083, 0.5083, 52.7, 26.7, 38.2
525.8309, 0.491, 0.491, 0.2842, 0.2842, 52.8, -68.5, 38.2
526.0542, -0.005, -0.005, -0.0312, -0.0312, 52.9, 26026.1, 38.2
526.2945, 0.497, 0.497, 0.2803, 0.2803, 53.0, -72.7, 38.2
535.8946, 1.002, 1.002, 0.5044, 0.5044, 52.9, 24.4, 37.9
536.3903, 1.501, 1.501, 0.6978, 0.6978, 52.8, 47.0, 37.9
536.8546, 1.997, 1.997, 0.8628, 0.8628, 52.7, 51.6, 37.9
539.7666, 2.51, 2.51, 1.0063, 1.0063, 52.8, 49.1, 38.0
540.0545, 3.005, 3.005, 1.1616, 1.1616, 52.9, 50.3, 38.0
540.3426, 2.501, 2.501, 1.0132, 1.0132, 53.0, 51.0, 38.0
541.1905, 1.997, 1.997, 0.8687, 0.8687, 53.1, 53.1, 38.0
541.5108, 1.504, 1.504, 0.687, 0.687, 53.2, 43.2, 38.0
546.6453, 0.999, 0.999, 0.5088, 0.5088, 53.3, 27.0, 37.8
547.3665, 0.501, 0.501, 0.2744, 0.2744, 53.2, -78.6, 37.8
547.7985, 0.501, 0.501, 0.2744, 0.2744, 53.1, -78.6, 37.8
548.3585, -0.002, -0.002, -0.0278, -0.0278, 53.0, 56688.5, 37.7
551.5109, 0.996, 0.996, 0.5093, 0.5093, 52.9, 27.5, 37.6
552.1185, 1.496, 1.496, 0.6938, 0.6938, 52.8, 46.2, 37.6
552.7107, 2.0, 2.0, 0.8589, 0.8589, 52.7, 50.4, 37.6
554.3428, 2.502, 2.502, 1.0103, 1.0103, 52.6, 50.4, 37.7
555.6227, 2.997, 2.997, 1.1763, 1.1763, 52.7, 53.1, 37.7
556.5503, 2.504, 2.504, 1.0107, 1.0107, 52.8, 50.4, 37.8
557.2389, 1.999, 1.999, 0.8652, 0.8652, 52.9, 52.1, 37.8
557.5587, 1.497, 1.497, 0.7026, 0.7026, 53.0, 49.0, 37.8
560.6307, 1.005, 1.005, 0.4956, 0.4956, 52.9, 19.7, 37.7
561.2545, 0.5, 0.5, 0.2769, 0.2769, 52.8, -76.2, 37.6
563.2386, 0.004, 0.004, -0.0356, -0.0356, 52.7, -32516.4, 37.6
566.1672, 0.499, 0.499, 0.2764, 0.2764, 52.7, -76.6, 37.5
568.6789, 0.009, 0.009, -0.0493, -0.0493, 52.6, -17069.2, 37.4
570.1514, 0.498, 0.498, 0.2803, 0.2803, 52.5, -72.7, 37.3
570.5027, 0.999, 0.999, 0.5068, 0.5068, 52.4, 26.0, 37.3
570.9033, 1.496, 1.496, 0.6904, 0.6904, 52.3, 45.1, 37.3
572.4072, 2.0, 2.0, 0.8604, 0.8604, 52.2, 50.8, 37.3
572.6469, 2.503, 2.503, 1.0151, 1.0151, 52.3, 51.3, 37.3
572.8713, 3.003, 3.003, 1.1675, 1.1675, 52.4, 51.4, 37.3
573.1592, 2.502, 2.502, 1.0107, 1.0107, 52.5, 50.5, 37.3
573.5595, 2.001, 2.001, 0.8589, 0.8589, 52.6, 50.3, 37.3
573.8151, 1.498, 1.498, 0.7002, 0.7002, 52.7, 48.1, 37.3
574.2313, 1.0, 1.0, 0.5063, 0.5063, 52.8, 25.6, 37.3
574.4712, 0.501, 0.501, 0.2754, 0.2754, 52.9, -77.7, 37.3
574.7432, 0.0, 0.0, -0.0308, -0.0308, 53.0, 0, 37.3
576.183, 0.498, 0.498, 0.2778, 0.2778, 53.1, -75.1, 37.2
577.2554, 1.0, 1.0, 0.5039, 0.5039, 53.0, 24.4, 37.2
577.5912, 1.5, 1.5, 0.6938, 0.6938, 52.9, 45.8, 37.2
577.9435, 2.002, 2.002, 0.8555, 0.8555, 52.8, 49.4, 37.2
578.2791, 2.502, 2.502, 1.0137, 1.0137, 52.7, 51.0, 37.2
578.5989, 2.997, 2.997, 1.168, 1.168, 52.6, 51.7, 37.2
578.9029, 2.504, 2.504, 1.0098, 1.0098, 52.5, 50.2, 37.2
579.2232, 2.01, 2.01, 0.8452, 0.8452, 52.4, 46.3, 37.2
579.511, 1.499, 1.499, 0.6899, 0.6899, 52.3, 44.7, 37.2
580.0228, 0.991, 0.991, 0.5132, 0.5132, 52.2, 30.1, 37.2
580.5988, 0.499, 0.499, 0.2739, 0.2739, 52.1, -79.0, 37.2
582.215, 0.001, 0.001, -0.042, -0.042, 52.0, -99477.5, 37.1
583.6228, 0.501, 0.501, 0.2725, 0.2725, 51.9, -80.5, 37.1
584.151, 0.999, 0.999, 0.5137, 0.5137, 51.8, 29.3, 37.1
584.6152, 1.504, 1.504, 0.6865, 0.6865, 51.7, 43.0, 37.1
585.2389, 1.999, 1.999, 0.854, 0.854, 51.6, 49.3, 37.1
588.1831, 1.999, 1.999, 0.854, 0.854, 51.7, 49.3, 37.1
588.5032, 2.5, 2.5, 1.0166, 1.0166, 51.8, 51.8, 37.1
589.4156, 2.502, 2.502, 1.0161, 1.0161, 51.9, 51.5, 37.2
589.847, 2.005, 2.005, 0.8511, 0.8511, 52.0, 48.1, 37.2
590.8048, 1.508, 1.508, 0.6836, 0.6836, 52.1, 41.7, 37.1
592.0234, 1.002, 1.002, 0.5039, 0.5039, 52.2, 24.2, 37.1
592.2799, 0.497, 0.497, 0.2778, 0.2778, 52.3, -75.1, 37.1
593.1593, 0.0, 0.0, -0.0356, -0.0356, 52.2, 0, 37.1
593.5593, 0.499, 0.499, 0.2788, 0.2788, 52.1, -74.2, 37.1
595.2073, 1.001, 1.001, 0.5, 0.5, 52.0, 22.4, 37.0
597.3189, 1.503, 1.503, 0.6831, 0.6831, 51.9, 42.0, 37.0
600.5354, 1.989, 1.989, 0.8745, 0.8745, 51.8, 55.1, 37.0
601.3035, 2.5, 2.5, 1.0132, 1.0132, 51.9, 51.1, 37.0
601.5593, 2.987, 2.987, 1.1851, 1.1851, 52.0, 55.0, 37.0
602.4714, 2.501, 2.501, 1.0156, 1.0156, 52.1, 51.5, 37.0
603.5911, 1.998, 1.998, 0.8584, 0.8584, 52.2, 50.5, 37.0
604.4071, 1.497, 1.497, 0.6929, 0.6929, 52.3, 45.8, 37.0
607.3673, 1.008, 1.008, 0.4985, 0.4985, 52.2, 20.9, 37.0
609.1914, 0.501, 0.501, 0.2759, 0.2759, 52.1, -77.2, 36.9
610.4232, 0.0, 0.0, -0.0361, -0.0361, 52.0, 0, 36.8
611.5594, 0.501, 0.501, 0.2744, 0.2744, 51.9, -78.6, 36.8
612.2311, 1.0, 1.0, 0.5054, 0.5054, 51.8, 25.1, 36.8
613.3194, 1.496, 1.496, 0.6919, 0.6919, 51.7, 45.6, 36.8
614.1032, 2.004, 2.004, 0.8506, 0.8506, 51.6, 48.1, 36.8
616.0715, 2.501, 2.501, 1.0112, 1.0112, 51.5, 50.6, 36.8
616.5671, 3.009, 3.009, 1.1567, 1.1567, 51.6, 49.3, 36.9
620.0713, 2.493, 2.493, 1.0269, 1.0269, 51.7, 54.2, 36.9
620.3753, 2.0, 2.0, 0.8545, 0.8545, 51.8, 49.4, 36.9
620.6793, 1.502, 1.502, 0.6899, 0.6899, 51.9, 44.3, 36.9
621.5113, 1.002, 1.002, 0.5024, 0.5024, 52.0, 23.5, 36.9
622.0874, 0.505, 0.505, 0.269, 0.269, 52.1, -84.0, 36.9
622.4875, 0.009, 0.009, -0.0474, -0.0474, 52.2, -16960.3, 36.9
622.8233, 0.501, 0.501, 0.2681, 0.2681, 52.3, -84.8, 36.9
623.1755, 1.0, 1.0, 0.5044, 0.5044, 52.4, 24.7, 36.9
623.9275, 1.506, 1.506, 0.6821, 0.6821, 52.5, 41.5, 36.9
