commande, current 
0.0921, 3.84
0.0927, 3.835
0.0925, 3.834
0.0928, 3.834
0.0918, 3.84
0.0927, 3.855
0.0935, 3.851
0.0935, 3.851
0.0925, 3.858
0.0925, 3.856
0.092, 3.863
0.0925, 3.861
0.0923, 3.86
0.0935, 3.873
0.0934, 3.873
0.0929, 3.881
0.0929, 3.878
0.0924, 3.881
0.093, 3.876
0.094, 3.87
0.0931, 3.875
0.0928, 3.904
0.0931, 3.897
0.0938, 3.896
0.0935, 3.899
0.0938, 3.893
0.0932, 3.899
0.0932, 3.899
0.0926, 3.905
0.0934, 3.921
0.0938, 3.917
0.093, 3.927
0.0937, 3.917
0.0934, 3.924
0.0938, 3.919
0.094, 3.916
0.0941, 3.915
0.0936, 3.944
0.0941, 3.94
0.0939, 3.941
0.0939, 3.942
0.0938, 3.942
0.0937, 3.942
0.0937, 3.942
0.0944, 3.934
0.0951, 3.953
0.0948, 3.956
0.0944, 3.959
0.0935, 3.968
0.0945, 3.958
0.094, 3.966
0.0945, 3.957
0.0941, 3.959
0.0941, 3.959
0.0948, 3.979
0.0948, 3.979
0.0953, 3.978
0.0949, 3.978
0.0951, 3.98
0.0953, 3.975
0.0947, 3.983
0.0944, 3.981
0.0951, 4.001
0.0951, 4.001
0.0941, 4.009
0.0946, 4.003
0.0952, 3.998
0.096, 3.995
0.095, 4.005
0.095, 4.025
0.0949, 4.029
0.0955, 4.021
0.0949, 4.022
0.0944, 4.034
0.0957, 4.016
0.0959, 4.016
0.0952, 4.024
0.0956, 4.041
0.0962, 4.035
0.095, 4.048
0.095, 4.048
0.096, 4.038
0.0952, 4.047
0.0965, 4.033
0.096, 4.041
0.0964, 4.059
0.0964, 4.055
0.0963, 4.06
0.0965, 4.062
0.0963, 4.059
0.0955, 4.07
0.0959, 4.063
0.0962, 4.058
0.0964, 4.083
0.0967, 4.08
0.097, 4.077
0.0961, 4.086
0.0969, 4.079
0.097, 4.078
0.0967, 4.082
0.097, 4.079
0.0975, 4.095
0.0978, 4.094
0.0968, 4.104
0.0973, 4.096
0.0979, 4.092
0.0968, 4.104
0.0967, 4.103
0.0968, 4.104
0.0973, 4.122
0.0983, 4.114
0.0979, 4.12
0.0981, 4.118
0.0982, 4.113
0.0979, 4.12
0.0971, 4.126
0.0973, 4.122
0.0984, 4.136
0.0991, 4.129
0.099, 4.132
0.0981, 4.139
0.0977, 4.141
0.0984, 4.14
0.0973, 4.15
0.0979, 4.146
0.0982, 4.161
0.0981, 4.164
0.0984, 4.157
0.0986, 4.158
0.0986, 4.158
0.0986, 4.158
0.098, 4.163
0.0982, 4.163
0.0985, 4.183
0.0991, 4.178
0.0986, 4.179
0.0986, 4.179
0.0993, 4.172
0.099, 4.177
0.0992, 4.176
0.0992, 4.172
0.0993, 4.199
0.0993, 4.199
0.0994, 4.198
0.0988, 4.204
0.098, 4.21
0.098, 4.211
0.0999, 4.188
0.0989, 4.197
0.0996, 4.218
0.099, 4.226
0.0991, 4.226
0.0995, 4.221
0.0995, 4.221
0.0998, 4.217
0.1002, 4.214
0.0999, 4.218
0.0997, 4.242
0.1001, 4.237
0.0996, 4.243
0.0997, 4.239
0.1005, 4.234
0.1003, 4.236
0.0999, 4.239
0.1, 4.24
0.0998, 4.265
0.1001, 4.261
0.1009, 4.254
0.1001, 4.261
0.1003, 4.257
0.1, 4.26
0.0999, 4.261
0.1001, 4.262
0.1016, 4.273
0.1014, 4.277
0.1003, 4.281
0.1008, 4.278
0.1015, 4.273
0.1005, 4.28
0.1013, 4.274
0.1013, 4.274
0.1014, 4.299
0.1002, 4.308
0.101, 4.301
0.1006, 4.308
0.1014, 4.298
0.1018, 4.292
0.1011, 4.302
0.1018, 4.293
0.1011, 4.325
0.102, 4.316
0.1023, 4.31
0.1018, 4.317
0.1014, 4.321
0.1019, 4.317
0.1017, 4.32
0.102, 4.314
0.1024, 4.335
0.1023, 4.336
0.1025, 4.336
0.1013, 4.349
0.1015, 4.343
0.1032, 4.329
0.1013, 4.348
0.1012, 4.351
0.1032, 4.346
0.1032, 4.346
0.1027, 4.358
0.1021, 4.359
0.1018, 4.365
0.1022, 4.36
0.1021, 4.363
0.1023, 4.357
0.1028, 4.378
0.1029, 4.379
0.1028, 4.376
0.1027, 4.38
0.1025, 4.382
0.103, 4.378
0.1024, 4.382
0.1036, 4.373
0.1023, 4.41
0.1033, 4.399
0.1026, 4.404
0.1031, 4.398
0.103, 4.399
0.1029, 4.399
0.1032, 4.398
0.1033, 4.397
0.1037, 4.415
0.1034, 4.421
0.1034, 4.421
0.1032, 4.42
0.1033, 4.419
0.1036, 4.417
0.1039, 4.417
0.1028, 4.424
0.1044, 4.438
0.1039, 4.444
0.1041, 4.439
0.1038, 4.437
0.1037, 4.443
0.1032, 4.449
0.1041, 4.442
0.1046, 4.43
0.1044, 4.457
0.104, 4.465
0.1039, 4.467
0.1045, 4.457
0.1036, 4.468
0.1043, 4.459
0.1037, 4.466
0.1041, 4.462
0.1047, 4.481
0.1051, 4.475
0.1048, 4.476
0.1041, 4.484
0.1044, 4.482
0.1048, 4.477
0.1043, 4.488
0.1048, 4.479
0.105, 4.499
0.1048, 4.497
0.1053, 4.495
0.1048, 4.503
0.1048, 4.504
0.1051, 4.499
0.1044, 4.507
0.1047, 4.503
0.1048, 4.525
0.1051, 4.525
0.105, 4.526
0.105, 4.525
0.1063, 4.512
0.1057, 4.518
0.1057, 4.518
0.1056, 4.518
0.1055, 4.543
0.1058, 4.539
0.1061, 4.535
0.105, 4.547
0.1053, 4.543
0.1053, 4.547
0.1057, 4.542
0.1065, 4.53
0.1056, 4.566
0.1061, 4.562
0.1057, 4.563
0.1057, 4.563
0.1064, 4.558
0.1066, 4.555
0.1061, 4.561
0.1057, 4.568
0.1073, 4.573
0.1071, 4.578
0.1063, 4.578
0.1073, 4.57
0.1076, 4.57
0.1059, 4.583
0.1064, 4.583
0.1058, 4.585
0.1065, 4.605
0.1069, 4.601
0.107, 4.601
0.1069, 4.605
0.1073, 4.598
0.107, 4.602
0.1061, 4.607
0.1074, 4.599
0.1075, 4.619
0.1066, 4.627
0.1076, 4.616
0.1066, 4.628
0.1078, 4.614
0.1075, 4.619
0.1075, 4.619
0.1088, 4.608
0.1087, 4.628
0.1068, 4.65
0.1079, 4.643
0.1075, 4.646
0.1081, 4.633
0.1079, 4.636
0.1072, 4.649
0.1084, 4.637
0.1089, 4.653
0.108, 4.665
0.1084, 4.657
0.1084, 4.657
0.1084, 4.661
0.1085, 4.662
0.1081, 4.656
