commande, current 
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.014740440076906645, 0.39306640625
0.026917325357829525, 0.80126953125
0.036896877956480605, 1.19775390625
0.04211554307687613, 1.6015625
0.04849391155735954, 2.0009765625
-0.0030823694570757164, 0.00244140625
-0.002838221381267739, -0.00146484375
-0.0031128879665517136, 0.0009765625
-0.0030823694570757164, 0.001953125
-0.0027771843623157445, -0.00244140625
-0.002990813928647725, 0.0
-0.0027466658528397473, 0.00048828125
-0.0028077028717917417, -0.00048828125
-0.0034485915707876827, 0.00439453125
-0.003021332438123722, 0.00048828125
-0.003173924985503708, 0.00048828125
-0.0025025177770317698, -0.00390625
-0.0027466658528397473, -0.001953125
-0.0022583697012237922, -0.00634765625
-0.0028077028717917417, 0.0
-0.003021332438123722, 0.0009765625
-0.003173924985503708, 0.001953125
-0.0029602954191717277, 0.00048828125
-0.002838221381267739, 0.00146484375
-0.0024414807580797754, 0.00048828125
-0.002533036286507767, -0.00341796875
-0.0027466658528397473, -0.00341796875
-0.003143406476027711, 0.00439453125
-0.002685628833887753, -0.001953125
-0.002838221381267739, 0.0
-0.0027771843623157445, 0.0
-0.0027466658528397473, -0.00146484375
-0.0029602954191717277, 0.00146484375
-0.0030823694570757164, 0.00244140625
-0.002868739890743736, 0.00146484375
-0.0025940733054597613, 0.01123046875
-0.0023194067201757866, 0.02197265625
-0.0013428144169438765, 0.0263671875
-0.0011597033600878933, 0.0400390625
-0.0010071108127079073, 0.05224609375
-0.0006714072084719382, 0.06005859375
-0.00027466658528397473, 0.0703125
0.0, 0.08203125
0.00027466658528397473, 0.09228515625
0.0014954069643238624, 0.09423828125
0.0014954069643238624, 0.10986328125
0.0015259254737998596, 0.1181640625
0.0020142216254158147, 0.13232421875
0.0022583697012237922, 0.14111328125
0.003326517532883694, 0.14404296875
0.003784295175023652, 0.15966796875
0.0032349620044557024, 0.17578125
0.004089480269783624, 0.17919921875
0.005706961272011475, 0.18505859375
0.005493331705679495, 0.19677734375
0.005645924253059481, 0.20556640625
0.0061037018951994385, 0.22314453125
0.007019257179479354, 0.22607421875
